unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	unique_index	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
#main_units_tables;6;db/main_units_tables/rhox_iee_lccp_characters																																													
hkrul_sceolan		-1	lord	1	false	hkrul_sceolan	1	0	600	wh_main_shp_transport	1	1	1	1200	265	medium		0	32350220	false	wh_dlc05_vo_culture_Wood_Elves	lord_infantry_sword	0	true	emp_general_foot		true		425.0000	425.0000	true	vo_culture_None	true	wh_dlc05_vo_actor_Wood_Elves_Male_Glade_Lord	0	true	false	0	false	false		0.0000	false	1	false
hkrul_sceolan_dragon		-1	lord	1	false	hkrul_sceolan_dragon	1	0	2000	wh_main_shp_transport	1	1	1	2200	550	heavy		0	32350221	false	wh_dlc05_vo_culture_Wood_Elves	wh_dlc05_wef_glade_lord	0	true	wef_general_foot	wh_dlc05_cam_mnt_wef_forest_dragon	true		1100.0000	1100.0000	true	vo_culture_None	true	wh_dlc05_vo_actor_Wood_Elves_Male_Glade_Lord	0	true	false	0	false	false		0.0000	false	1	false
hkrul_valbrand		-1	lord	1	false	hkrul_valbrand	1	0	800	wh_main_shp_transport	1	1	1	1000	302	heavy		0	32350222	false	wh3_main_vo_culture_Khorne	lord_infantry_sword	0	true	chaos_warrior_30_degrees		true		800.0000	0.0000	true	vo_culture_None	true	wh3_dlc20_vo_actor_Khorne_Chaos_Lord_of_Khorne	0	true	false	0	false	false		0.0000	false	1	false
hkrul_volrik		-1	lord	1	false	hkrul_volrik	1	0	950	wh_main_shp_transport	1	1	1	1000	285	heavy		0	32350223	false	wh_dlc08_vo_culture_Norsca	lord_infantry_axe	0	true	chaos_warrior_30_degrees		true		900.0000	0.0000	true	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Marauder_Chieftan	0	true	false	0	false	false		600.0000	false	1	false
hkrul_volrik_chariot		-1	lord	1	false	hkrul_volrik_chariot	2	0	1100	wh_main_shp_transport	1	1	2	1100	275	heavy		0	32350224	false	wh_dlc08_vo_culture_Norsca	lord_chariot	0	true	chaos_warrior_30_degrees	wh3_dlc20_cam_mnt_chs_chariot_tzeentch	true		1100.0000	0.0000	true	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Marauder_Chieftan	0	true	false	0	false	false		800.0000	false	1	false
hkrul_zach		-1	lord	1	false	hkrul_zach	1	0	500	wh_main_shp_transport	1	1	1	1400	325	medium		0	32350227	false	wh_main_vo_culture_Vampire	lord_wizard_vampires	0	true	vamp_lord		true		600.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_Vampire_MasterNecromancer	0	true	false	0	false	false		0.0000	false	1	false
hkrul_zach_mount		-1	lord	1	false	hkrul_zach_mount	1	0	850	wh_main_shp_transport	1	1	1	1200	310	medium		0	32350228	false	wh_main_vo_culture_Empire	lord_cavalry	0	true	emp_general_foot	wh_main_cam_mnt_emp_barded_warhorse	true		850.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_Empire_General	0	true	false	0	false	false		0.0000	false	1	false
hkrul_zach_mount_2		-1	lord	1	false	hkrul_zach_mount_2	1	0	1150	wh_main_shp_transport	1	1	1	1350	345	medium		0	32350229	false	wh_main_vo_culture_Empire	lord_cavalry_flying	0	true	emp_general_foot	wh_main_cam_mnt_emp_imperial_pegasus	true		1150.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_Empire_General	0	true	false	0	false	false		0.0000	false	1	false
hkrul_zach_mount_3		-1	lord	1	false	hkrul_zach_mount_3	1	0	1400	wh_main_shp_transport	1	1	1	1400	395	heavy		0	32350230	false	wh_main_vo_culture_Empire	lord_griffon	0	true	emp_general_foot	wh_main_cam_mnt_emp_imperial_griffon	true		1400.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_Empire_General	0	true	false	0	false	false		0.0000	false	1	false
